address,vested,award,unlockSchedule,lumpSumMonth
0x0001324d324eCF3Dd088b1C63B0433e0E9499369,500000000000000000000,500000000000000000000,2,
0x000132551E25Bb6cF2Abc14Ee3571EEDeDfEaC5D,140297853741300000000,140297853741300000000,1,0
0x000135Fd7308d8610e3276DEEf9116E9514f271D,500000000000000000000000,500000000000000000000000,1,58
0x0001370480DC422822f057159cDC1059a976d27D,500000000000000000000000,500000000000000000000000,1,24
0x000137D94bAd1EDb8EF74B085863d61687bF2C49,66000000000000000000,66000000000000000000,1,0
0x00013866405C843aFFe752e98a43Aa3452C84c67,357500000000000000000,357500000000000000000,1,0
0x000141fCE7Da3dF114bAfcE941Df76dcB099A3Ee,500000000000000000000000,500000000000000000000000,1,70
0x000142424aAd4b1e1519677fdd07093C97aAeeB2,500000000000000000000000,500000000000000000000000,1,17
0x0001432E5ff9C10682d4a99b704592bB836EfEa5,500000000000000000000000,500000000000000000000000,1,38
0x0001468891d4F1aaE04689963376072355d77d14,91800000000000000000,91800000000000000000,1,0
0x00014CbaF64674B7EaE538147BD2cFA330DE40d8,500000000000000000000000,500000000000000000000000,1,0
0x0001530d3180df7a532562c8CE877a08b7C6d0E5,334500000000000000000,334500000000000000000,1,0
0x000155366493a4cEC608bff46858D39B9cfe8909,712500000000000000000,712500000000000000000,1,0
0x00015575717fd6F4B8e56FF5009e47318254D0E5,500000000000000000000,500000000000000000000,2,
0x000158b1888d65eDb803bc3177A3959Aa26d8C0B,500000000000000000000000,500000000000000000000000,1,44
0x00015aF15B7d232ec979f53FdB6d019E7A6c2D69,500000000000000000000000,500000000000000000000000,1,41
0x00015B6478FfE9D0E1e8E2d09be2538FB436e660,500000000000000000000000,500000000000000000000000,1,26
0x00015b94F41D2EFb7cA8FdF38268d6b187A2c5E1,316500000000000000000,316500000000000000000,1,0
0x00015D7742E61B0db78ECE11c1721B0004749B17,201000000000000000000,201000000000000000000,1,0
0x00015e0f18E2dB1f0606d1C342Aa9642f592f2a7,500000000000000000000000,500000000000000000000000,1,59
0x00015F3AD92Fc1aD4fcb8Ce393f119fd8de2B901,190600000000000000000,190600000000000000000,1,0
